,Timestamp,Unnamed: 0,NO2_µg_m3,Humidity,Temperature,Precipitation,NO_µg_m3,WindSpeed_m_s,Location,Latitude,Longitude,Elevation_m
0,2/1/20 0:00,11.5,50.9,88.1,7.9,0,100.1,1.8,"Codogno, Italy",45.1667,9.7,58
1,2/1/20 1:00,35.5,49.9,88.9,8,0,104.3,2,"Codogno, Italy",45.1667,9.7,58
2,2/1/20 2:00,59.5,47.1,92.5,7.6,0,107,1.7,"Codogno, Italy",45.1667,9.7,58
3,2/1/20 3:00,83.5,44.1,94,7.6,0,100.5,1.7,"Codogno, Italy",45.1667,9.7,58
4,2/1/20 4:00,107.5,39.9,94.2,7.5,0,78.8,1.6,"Codogno, Italy",45.1667,9.7,58
5,2/1/20 5:00,131.5,41.1,92.9,7.6,0,78.6,2.2,"Codogno, Italy",45.1667,9.7,58
6,2/1/20 6:00,155.5,39.9,92.6,7.6,0,80.9,2.7,"Codogno, Italy",45.1667,9.7,58
7,2/1/20 7:00,179.5,41.8,91.8,7.6,0,94.5,1.2,"Codogno, Italy",45.1667,9.7,58
8,2/1/20 8:00,203.5,51.3,92.5,7.5,0,122.6,1.3,"Codogno, Italy",45.1667,9.7,58
9,2/1/20 9:00,227.5,51.3,93,7.5,0.2,131.2,1.2,"Codogno, Italy",45.1667,9.7,58
10,2/1/20 10:00,251.5,50.1,98.2,7.4,0.6,132.5,0.8,"Codogno, Italy",45.1667,9.7,58
11,2/1/20 11:00,275.5,44.1,99.3,7.3,0,102.3,1.9,"Codogno, Italy",45.1667,9.7,58
12,2/1/20 12:00,299.5,44.2,99.3,7.6,0.2,114.9,1.8,"Codogno, Italy",45.1667,9.7,58
13,2/1/20 13:00,323.5,37.2,99.2,8,0,70.1,3,"Codogno, Italy",45.1667,9.7,58
14,2/1/20 14:00,347.5,36.7,99.3,8.4,0,87.7,3.2,"Codogno, Italy",45.1667,9.7,58
15,2/1/20 15:00,371.5,36,99.3,8.8,0,83.8,2.8,"Codogno, Italy",45.1667,9.7,58
16,2/1/20 16:00,395.5,37.9,99.3,8.8,0,79.2,2.9,"Codogno, Italy",45.1667,9.7,58
17,2/1/20 17:00,419.5,38.7,99.3,8.7,0,67.6,2.3,"Codogno, Italy",45.1667,9.7,58
18,2/1/20 18:00,443.5,38.6,99.3,8.6,0,66.2,3.4,"Codogno, Italy",45.1667,9.7,58
19,2/1/20 19:00,467.5,37.9,99.3,8.3,0,66.3,4.5,"Codogno, Italy",45.1667,9.7,58
20,2/1/20 20:00,491.5,38.9,99.3,7.9,0,67.6,3.4,"Codogno, Italy",45.1667,9.7,58
21,2/1/20 21:00,515.5,38.9,99.3,7.8,0,70.3,4.6,"Codogno, Italy",45.1667,9.7,58
22,2/1/20 22:00,539.5,37.3,99.3,7,0,70.9,3.9,"Codogno, Italy",45.1667,9.7,58
23,2/1/20 23:00,563.5,33.8,99.4,6.4,0,43.6,3.8,"Codogno, Italy",45.1667,9.7,58
24,2/2/20 0:00,587.5,32.1,99.3,5.7,0,37,4.8,"Codogno, Italy",45.1667,9.7,58
25,2/2/20 1:00,611.5,29.5,99.4,5.7,0,33.1,4.8,"Codogno, Italy",45.1667,9.7,58
26,2/2/20 2:00,635.5,24.3,99.3,5.7,0,27.2,6,"Codogno, Italy",45.1667,9.7,58
27,2/2/20 3:00,659.5,21.6,99.3,5.4,0,24.2,4.5,"Codogno, Italy",45.1667,9.7,58
28,2/2/20 4:00,683.5,24.9,99.4,5.3,0,27.9,2.8,"Codogno, Italy",45.1667,9.7,58
29,2/2/20 5:00,707.5,30.7,99.3,5.2,0,35.4,3.6,"Codogno, Italy",45.1667,9.7,58
30,2/2/20 6:00,731.5,28.7,99.4,4.8,0,32.4,3.6,"Codogno, Italy",45.1667,9.7,58
31,2/2/20 7:00,755.5,26.4,99.3,4.4,0,30.8,4.4,"Codogno, Italy",45.1667,9.7,58
32,2/2/20 8:00,779.5,25,99.4,4.4,0,30.3,4.3,"Codogno, Italy",45.1667,9.7,58
33,2/2/20 9:00,803.5,21.4,99.4,4.5,0,28.5,4.8,"Codogno, Italy",45.1667,9.7,58
34,2/2/20 10:00,827.5,20.5,99.3,4.7,0.2,30.9,2.1,"Codogno, Italy",45.1667,9.7,58
35,2/2/20 11:00,851.5,19,99.3,5.2,0,31.2,2.3,"Codogno, Italy",45.1667,9.7,58
36,2/2/20 12:00,875.5,21.8,99.3,5.8,0,39.1,1.7,"Codogno, Italy",45.1667,9.7,58
37,2/2/20 13:00,899.5,27.2,99.3,6.1,0,52.7,2.5,"Codogno, Italy",45.1667,9.7,58
38,2/2/20 14:00,923.5,28.1,99.3,6.2,0,52.3,2.6,"Codogno, Italy",45.1667,9.7,58
39,2/2/20 15:00,947.5,27.7,99.3,6.4,0,47.2,2.4,"Codogno, Italy",45.1667,9.7,58
40,2/2/20 16:00,971.5,28.8,99.3,6.5,0,50.9,2.7,"Codogno, Italy",45.1667,9.7,58
41,2/2/20 17:00,995.5,32.3,99.3,6.2,0,56.7,2.1,"Codogno, Italy",45.1667,9.7,58
42,2/2/20 18:00,1019.5,37.4,99.3,6.1,0,66,1.7,"Codogno, Italy",45.1667,9.7,58
43,2/2/20 19:00,1043.5,37.3,99.3,6,0,49.7,1.8,"Codogno, Italy",45.1667,9.7,58
44,2/2/20 20:00,1067.5,39.6,99.3,5.9,0,73,1.4,"Codogno, Italy",45.1667,9.7,58
45,2/2/20 21:00,1091.5,36.8,99.3,5.9,0,53.6,1.6,"Codogno, Italy",45.1667,9.7,58
46,2/2/20 22:00,1115.5,34.8,99.4,6,0,47.2,1.5,"Codogno, Italy",45.1667,9.7,58
47,2/2/20 23:00,1139.5,34.3,99.3,6.1,0,43.5,1.7,"Codogno, Italy",45.1667,9.7,58
48,2/3/20 0:00,1163.5,33,99.4,6.3,0,46.1,2.4,"Codogno, Italy",45.1667,9.7,58
49,2/3/20 1:00,1187.5,27.9,99.3,6.4,0,32.1,2.3,"Codogno, Italy",45.1667,9.7,58
50,2/3/20 2:00,1211.5,24.9,99.4,6.6,0,28.7,2.3,"Codogno, Italy",45.1667,9.7,58
51,2/3/20 3:00,1235.5,25.7,99.3,6.6,0,29.6,3,"Codogno, Italy",45.1667,9.7,58
52,2/3/20 4:00,1259.5,24,99.3,6.2,0,27.4,2.6,"Codogno, Italy",45.1667,9.7,58
53,2/3/20 5:00,1283.5,22.1,99.4,5.5,0,25.7,3.7,"Codogno, Italy",45.1667,9.7,58
54,2/3/20 6:00,1307.5,21,99.4,4.8,0,24.7,2.9,"Codogno, Italy",45.1667,9.7,58
55,2/3/20 7:00,1331.5,27.9,99.4,4.6,0.2,47.2,2.8,"Codogno, Italy",45.1667,9.7,58
56,2/3/20 8:00,1355.5,30.4,99.4,4.3,0,60,2.1,"Codogno, Italy",45.1667,9.7,58
57,2/3/20 9:00,1379.5,28.6,99.3,4.1,0,67.3,3,"Codogno, Italy",45.1667,9.7,58
58,2/3/20 10:00,1403.5,25.3,99.3,4.5,0,61.4,2.6,"Codogno, Italy",45.1667,9.7,58
59,2/3/20 11:00,1427.5,21.9,99.3,5.2,0,46.8,2.6,"Codogno, Italy",45.1667,9.7,58
60,2/3/20 12:00,1451.5,27.5,99.3,6.1,0,73.3,2.5,"Codogno, Italy",45.1667,9.7,58
61,2/3/20 13:00,1475.5,27.7,99.3,6.5,0,65.1,3.3,"Codogno, Italy",45.1667,9.7,58
62,2/3/20 14:00,1499.5,30.8,99.3,6.9,0,70.8,3.8,"Codogno, Italy",45.1667,9.7,58
63,2/3/20 15:00,1523.5,30.4,99.3,7.4,0,68.4,3.8,"Codogno, Italy",45.1667,9.7,58
64,2/3/20 16:00,1547.5,29.3,99.3,7.6,0,63.6,5.7,"Codogno, Italy",45.1667,9.7,58
65,2/3/20 17:00,1571.5,30.1,99.3,7.4,0,68.4,4.9,"Codogno, Italy",45.1667,9.7,58
66,2/3/20 18:00,1595.5,39.8,99.3,7.1,0,90.5,4.2,"Codogno, Italy",45.1667,9.7,58
67,2/3/20 19:00,1619.5,38.9,99.3,6.9,0,82.2,4.2,"Codogno, Italy",45.1667,9.7,58
68,2/3/20 20:00,1643.5,37.3,99.4,6.5,0,69.1,4.9,"Codogno, Italy",45.1667,9.7,58
69,2/3/20 21:00,1667.5,33.2,99.3,6.3,0,55.9,4.9,"Codogno, Italy",45.1667,9.7,58
70,2/3/20 22:00,1691.5,28.8,99.3,6.4,0,40.9,5.6,"Codogno, Italy",45.1667,9.7,58
71,2/3/20 23:00,1715.5,26.1,99.3,6.4,0,33.9,6.6,"Codogno, Italy",45.1667,9.7,58
72,2/4/20 0:00,1739.5,22.7,99.3,6.2,0,27.2,6.5,"Codogno, Italy",45.1667,9.7,58
73,2/4/20 1:00,1763.5,20.3,99.4,6.2,0,24.2,5.4,"Codogno, Italy",45.1667,9.7,58
74,2/4/20 2:00,1787.5,17.8,99.3,6.2,0,20.7,4.9,"Codogno, Italy",45.1667,9.7,58
75,2/4/20 3:00,1811.5,16.9,99.3,6.3,0,19.9,4,"Codogno, Italy",45.1667,9.7,58
76,2/4/20 4:00,1835.5,17.1,99.3,6.1,0,19.7,2.5,"Codogno, Italy",45.1667,9.7,58
77,2/4/20 5:00,1859.5,17.4,99.3,5.9,0,20.6,3.7,"Codogno, Italy",45.1667,9.7,58
78,2/4/20 6:00,1883.5,20.8,99.3,5.8,0,28,2.9,"Codogno, Italy",45.1667,9.7,58
79,2/4/20 7:00,1907.5,24.9,99.4,5.8,0,36.5,3.5,"Codogno, Italy",45.1667,9.7,58
80,2/4/20 8:00,1931.5,24.5,99.4,5.9,0,35.3,4.4,"Codogno, Italy",45.1667,9.7,58
81,2/4/20 9:00,1955.5,26.6,99.4,6.2,0,42.8,7.5,"Codogno, Italy",45.1667,9.7,58
82,2/4/20 10:00,1979.5,20.2,99.3,6.4,0,32.3,10.7,"Codogno, Italy",45.1667,9.7,58
83,2/4/20 11:00,2003.5,19.7,99.4,7.5,0,39.5,10.1,"Codogno, Italy",45.1667,9.7,58
84,2/4/20 12:00,2027.5,31.2,84.7,10.6,0,49.5,10,"Codogno, Italy",45.1667,9.7,58
85,2/4/20 13:00,2051.5,20.4,32,14.5,0,30.3,19.7,"Codogno, Italy",45.1667,9.7,58
86,2/4/20 14:00,2075.5,8.4,18.7,13.8,0,13.4,19.7,"Codogno, Italy",45.1667,9.7,58
87,2/4/20 15:00,2099.5,9.2,19.9,13,0,13.9,18.7,"Codogno, Italy",45.1667,9.7,58
88,2/4/20 16:00,2123.5,9,21.4,13.4,0,14.3,15.8,"Codogno, Italy",45.1667,9.7,58
89,2/4/20 17:00,2147.5,11.5,26.8,11.8,0,16.9,14.8,"Codogno, Italy",45.1667,9.7,58
90,2/4/20 18:00,2171.5,18.3,35.4,9.5,0,24.4,9.4,"Codogno, Italy",45.1667,9.7,58
91,2/4/20 19:00,2195.5,18.4,38.2,8.6,0,23.7,11.1,"Codogno, Italy",45.1667,9.7,58
92,2/4/20 20:00,2219.5,16.8,41.2,8.4,0,20.8,13.7,"Codogno, Italy",45.1667,9.7,58
93,2/4/20 21:00,2243.5,12.8,47.6,7.6,0,15.9,11.3,"Codogno, Italy",45.1667,9.7,58
94,2/4/20 22:00,2267.5,14.1,54.5,6.3,0,17.6,10.8,"Codogno, Italy",45.1667,9.7,58
95,2/4/20 23:00,2291.5,10.7,43.8,6.9,0,13.5,11.7,"Codogno, Italy",45.1667,9.7,58
96,2/5/20 0:00,2315.5,10.6,41.8,7.2,0,13.2,10.8,"Codogno, Italy",45.1667,9.7,58
97,2/5/20 1:00,2339.5,9.5,42.3,7,0,11.7,9.3,"Codogno, Italy",45.1667,9.7,58
98,2/5/20 2:00,2363.5,13.9,46.8,6.3,0,16,12.6,"Codogno, Italy",45.1667,9.7,58
99,2/5/20 3:00,2387.5,7.1,45.4,6.9,0,9.3,9.9,"Codogno, Italy",45.1667,9.7,58
100,2/5/20 4:00,2411.5,12.2,51.1,5.7,0,14.3,10,"Codogno, Italy",45.1667,9.7,58
101,2/5/20 5:00,2435.5,14.6,51,5.8,0,16.7,8.8,"Codogno, Italy",45.1667,9.7,58
102,2/5/20 6:00,2459.5,13.3,50.6,6.2,0,15.5,9.4,"Codogno, Italy",45.1667,9.7,58
103,2/5/20 7:00,2483.5,19.7,61.2,4.2,0,24.2,8.9,"Codogno, Italy",45.1667,9.7,58
104,2/5/20 8:00,2507.5,23.6,61.5,3.8,0,28.7,7.4,"Codogno, Italy",45.1667,9.7,58
105,2/5/20 9:00,2531.5,27.8,55.6,5.2,0,37.5,7.7,"Codogno, Italy",45.1667,9.7,58
106,2/5/20 10:00,2555.5,22.3,47.2,7.6,0,32.5,11.6,"Codogno, Italy",45.1667,9.7,58
107,2/5/20 11:00,2579.5,20.6,23.1,12.4,0,31.2,19.6,"Codogno, Italy",45.1667,9.7,58
108,2/5/20 12:00,2603.5,10.2,18.2,13.4,0,16.2,17.7,"Codogno, Italy",45.1667,9.7,58
109,2/5/20 13:00,2627.5,9.9,17.6,13.5,0,15.4,17.2,"Codogno, Italy",45.1667,9.7,58
110,2/5/20 14:00,2651.5,10.7,16.7,13.7,0,16.8,15,"Codogno, Italy",45.1667,9.7,58
111,2/5/20 15:00,2675.5,10.1,18.2,13.7,0,15.5,13.2,"Codogno, Italy",45.1667,9.7,58
112,2/5/20 16:00,2699.5,13.8,16.7,13.6,0,20.7,12.4,"Codogno, Italy",45.1667,9.7,58
113,2/5/20 17:00,2723.5,19.5,16.2,12.8,0,26.2,10.8,"Codogno, Italy",45.1667,9.7,58
114,2/5/20 18:00,2747.5,55.4,20.8,10.8,0,88.8,5.8,"Codogno, Italy",45.1667,9.7,58
115,2/5/20 19:00,2771.5,79.3,27.2,8.5,0,184.2,4.8,"Codogno, Italy",45.1667,9.7,58
116,2/5/20 20:00,2795.5,73.7,32.8,7,0,132.4,4.5,"Codogno, Italy",45.1667,9.7,58
117,2/5/20 21:00,2819.5,65.7,38.7,5.4,0,100.8,4,"Codogno, Italy",45.1667,9.7,58
118,2/5/20 22:00,2843.5,68,43.7,4.1,0,117.9,2,"Codogno, Italy",45.1667,9.7,58
119,2/5/20 23:00,2867.5,62.7,39.7,4.2,0,95.1,2.4,"Codogno, Italy",45.1667,9.7,58
120,2/6/20 0:00,2891.5,57.9,49,2.9,0,86.2,3.4,"Codogno, Italy",45.1667,9.7,58
121,2/6/20 1:00,2915.5,55.1,57.8,1.7,0,84.4,1.5,"Codogno, Italy",45.1667,9.7,58
122,2/6/20 2:00,2939.5,50.1,64.7,0.6,0,78.3,2.3,"Codogno, Italy",45.1667,9.7,58
123,2/6/20 3:00,2963.5,45.6,67.1,0.5,0,60.7,1.4,"Codogno, Italy",45.1667,9.7,58
124,2/6/20 4:00,2987.5,44.9,66.2,0.1,0,57.7,1.7,"Codogno, Italy",45.1667,9.7,58
125,2/6/20 5:00,3011.5,42.2,63.2,0.3,0,51.7,2.7,"Codogno, Italy",45.1667,9.7,58
126,2/6/20 6:00,3035.5,48.8,69.7,0.3,0,79.9,2.8,"Codogno, Italy",45.1667,9.7,58
127,2/6/20 7:00,3059.5,57.8,62.3,0.8,0,195.1,2.2,"Codogno, Italy",45.1667,9.7,58
128,2/6/20 8:00,3083.5,69.4,64,1.1,0,179.4,1.3,"Codogno, Italy",45.1667,9.7,58
129,2/6/20 9:00,3107.5,62.9,61.9,1.7,0,178.1,2,"Codogno, Italy",45.1667,9.7,58
130,2/6/20 10:00,3131.5,52.6,57.9,2.8,0,131.2,1.2,"Codogno, Italy",45.1667,9.7,58
131,2/6/20 11:00,3155.5,37.4,54.6,4.3,0,87.6,3.1,"Codogno, Italy",45.1667,9.7,58
132,2/6/20 12:00,3179.5,38.4,46.8,6.9,0,83,2.9,"Codogno, Italy",45.1667,9.7,58
133,2/6/20 13:00,3203.5,37.1,41.2,9.3,0,76,2.7,"Codogno, Italy",45.1667,9.7,58
134,2/6/20 14:00,3227.5,32.6,33.1,11.1,0,62.8,2.2,"Codogno, Italy",45.1667,9.7,58
135,2/6/20 15:00,3251.5,29,23.8,11.9,0,53.9,2.4,"Codogno, Italy",45.1667,9.7,58
136,2/6/20 16:00,3275.5,26.3,24.6,11.8,0,48.4,2.4,"Codogno, Italy",45.1667,9.7,58
137,2/6/20 17:00,3299.5,40.8,27.9,11.2,0,77.3,1.5,"Codogno, Italy",45.1667,9.7,58
138,2/6/20 18:00,3323.5,50.1,36.6,9.2,0,101.5,1.6,"Codogno, Italy",45.1667,9.7,58
139,2/6/20 19:00,3347.5,65.7,47.9,6.7,0,149.3,2.6,"Codogno, Italy",45.1667,9.7,58
140,2/6/20 20:00,3371.5,66.1,52.5,6.2,0,154.3,2.3,"Codogno, Italy",45.1667,9.7,58
141,2/6/20 21:00,3395.5,66.6,53.7,5.6,0,164,1.9,"Codogno, Italy",45.1667,9.7,58
142,2/6/20 22:00,3419.5,57,59.1,4.1,0,119.9,3,"Codogno, Italy",45.1667,9.7,58
143,2/6/20 23:00,3443.5,55.6,61.2,3.2,0,99.7,2.5,"Codogno, Italy",45.1667,9.7,58
144,2/7/20 0:00,3467.5,49.8,64.6,2.7,0,67.5,3.7,"Codogno, Italy",45.1667,9.7,58
145,2/7/20 1:00,3491.5,46.4,65.7,2.3,0,55.1,3.8,"Codogno, Italy",45.1667,9.7,58
146,2/7/20 2:00,3515.5,42.9,67.7,1.7,0,55.3,3.7,"Codogno, Italy",45.1667,9.7,58
147,2/7/20 3:00,3539.5,39.6,67.8,1.5,0,53,3.3,"Codogno, Italy",45.1667,9.7,58
148,2/7/20 4:00,3563.5,39.4,73.5,0.6,0,50.5,3.2,"Codogno, Italy",45.1667,9.7,58
149,2/7/20 5:00,3587.5,38.8,76.3,0,0,47.6,3.3,"Codogno, Italy",45.1667,9.7,58
150,2/7/20 6:00,3611.5,37.8,77,-0.2,0,56.4,3,"Codogno, Italy",45.1667,9.7,58
151,2/7/20 7:00,3635.5,47.4,76.9,-0.3,0,95.5,2.8,"Codogno, Italy",45.1667,9.7,58
152,2/7/20 8:00,3659.5,46.4,80.2,-0.8,0,116.9,3.4,"Codogno, Italy",45.1667,9.7,58
153,2/7/20 9:00,3683.5,40.7,77.5,0.3,0,108.3,2.4,"Codogno, Italy",45.1667,9.7,58
154,2/7/20 10:00,3707.5,33.8,70.9,2.4,0,74.2,2.9,"Codogno, Italy",45.1667,9.7,58
155,2/7/20 11:00,3731.5,28.9,61.7,4.9,0,58.1,2.6,"Codogno, Italy",45.1667,9.7,58
156,2/7/20 12:00,3755.5,35.4,51,7.5,0,69.8,2.3,"Codogno, Italy",45.1667,9.7,58
157,2/7/20 13:00,3779.5,35.4,41.3,9.9,0,63.5,2.5,"Codogno, Italy",45.1667,9.7,58
158,2/7/20 14:00,3803.5,30.8,42.4,11.6,0,47.9,3.5,"Codogno, Italy",45.1667,9.7,58
159,2/7/20 15:00,3827.5,27.4,48.9,12.1,0,39.4,4.2,"Codogno, Italy",45.1667,9.7,58
160,2/7/20 16:00,3851.5,24.9,49.7,12.3,0,33.1,3.6,"Codogno, Italy",45.1667,9.7,58
161,2/7/20 17:00,3875.5,33.2,52.4,12,0,43.5,2,"Codogno, Italy",45.1667,9.7,58
162,2/7/20 18:00,3899.5,49.1,59.5,10.1,0,70.7,1.9,"Codogno, Italy",45.1667,9.7,58
163,2/7/20 19:00,3923.5,94.1,65.5,8,0,312.2,2.8,"Codogno, Italy",45.1667,9.7,58
164,2/7/20 20:00,3947.5,95.4,66.6,6.9,0,346.9,1.7,"Codogno, Italy",45.1667,9.7,58
165,2/7/20 21:00,3971.5,93.2,66.7,6.4,0,283.9,1.7,"Codogno, Italy",45.1667,9.7,58
166,2/7/20 22:00,3995.5,75.8,74.7,5.3,0,191.6,3.4,"Codogno, Italy",45.1667,9.7,58
167,2/7/20 23:00,4019.5,69.1,75.7,4.8,0,175.4,1.8,"Codogno, Italy",45.1667,9.7,58
168,2/8/20 0:00,4043.5,60.9,77.8,4.1,0,128.9,2.4,"Codogno, Italy",45.1667,9.7,58
169,2/8/20 1:00,4067.5,61.6,77.5,3.6,0,114.8,2.1,"Codogno, Italy",45.1667,9.7,58
170,2/8/20 2:00,4091.5,60.8,72.9,3.4,0,127,1.7,"Codogno, Italy",45.1667,9.7,58
171,2/8/20 3:00,4115.5,59.8,73.9,2.8,0,99.4,1.7,"Codogno, Italy",45.1667,9.7,58
172,2/8/20 4:00,4139.5,47.3,83.2,1.1,0,87.6,0.7,"Codogno, Italy",45.1667,9.7,58
173,2/8/20 5:00,4163.5,43.6,91.6,0.3,0,88.3,1.4,"Codogno, Italy",45.1667,9.7,58
174,2/8/20 6:00,4187.5,46.7,92.5,0,0,117,0.4,"Codogno, Italy",45.1667,9.7,58
175,2/8/20 7:00,4211.5,51.7,93.7,-0.2,0,168.2,1.2,"Codogno, Italy",45.1667,9.7,58
176,2/8/20 8:00,4235.5,46.4,97.9,-1,0,161.2,1.2,"Codogno, Italy",45.1667,9.7,58
177,2/8/20 9:00,4259.5,46.1,94.8,0.2,0,173.4,1.3,"Codogno, Italy",45.1667,9.7,58
178,2/8/20 10:00,4283.5,60.1,82.2,2.9,0,182.8,2.1,"Codogno, Italy",45.1667,9.7,58
179,2/8/20 11:00,4307.5,47.8,76.3,5.3,0,118.6,2.2,"Codogno, Italy",45.1667,9.7,58
180,2/8/20 12:00,4331.5,43.7,66.9,7.5,0,90.1,2.2,"Codogno, Italy",45.1667,9.7,58
181,2/8/20 13:00,4355.5,36.1,62.2,8.9,0,60.2,1.8,"Codogno, Italy",45.1667,9.7,58
182,2/8/20 14:00,4379.5,36.4,60.6,9.8,0,61.8,1.8,"Codogno, Italy",45.1667,9.7,58
183,2/8/20 15:00,4403.5,35,55.2,10.5,0,54.2,2.1,"Codogno, Italy",45.1667,9.7,58
184,2/8/20 16:00,4427.5,34.3,53.5,10.7,0,49.1,2,"Codogno, Italy",45.1667,9.7,58
185,2/8/20 17:00,4451.5,45.9,54,10.2,0,72.8,1.2,"Codogno, Italy",45.1667,9.7,58
186,2/8/20 18:00,4475.5,70.8,62.5,8.2,0,197.9,1.2,"Codogno, Italy",45.1667,9.7,58
187,2/8/20 19:00,4499.5,107.8,69.9,6.8,0,499.5,0.9,"Codogno, Italy",45.1667,9.7,58
188,2/8/20 20:00,4523.5,110.8,73.2,6.1,0,513.2,0.8,"Codogno, Italy",45.1667,9.7,58
189,2/8/20 21:00,4547.5,91.5,74.7,5.7,0,404.4,1.7,"Codogno, Italy",45.1667,9.7,58
190,2/8/20 22:00,4571.5,86.7,78.2,5,0,283.9,1.3,"Codogno, Italy",45.1667,9.7,58
191,2/8/20 23:00,4595.5,76.7,81.9,4.1,0,215.2,2.3,"Codogno, Italy",45.1667,9.7,58
192,2/9/20 0:00,4619.5,62.8,87.5,3.2,0,163.4,2.8,"Codogno, Italy",45.1667,9.7,58
193,2/9/20 1:00,4643.5,44.3,88.9,2.8,0,86.5,1.7,"Codogno, Italy",45.1667,9.7,58
194,2/9/20 2:00,4667.5,51.3,95.4,2.3,0,119.9,2.3,"Codogno, Italy",45.1667,9.7,58
195,2/9/20 3:00,4691.5,56.5,94.2,2.1,0,120.8,1.4,"Codogno, Italy",45.1667,9.7,58
196,2/9/20 4:00,4715.5,50.7,95.5,1.6,0,100.1,2.1,"Codogno, Italy",45.1667,9.7,58
197,2/9/20 5:00,4739.5,41.9,99.3,0.9,0,85.4,1.3,"Codogno, Italy",45.1667,9.7,58
198,2/9/20 6:00,4763.5,42.6,98.8,1.1,0,100.1,1.7,"Codogno, Italy",45.1667,9.7,58
199,2/9/20 7:00,4787.5,45.1,99.2,0.7,0,126.3,1.4,"Codogno, Italy",45.1667,9.7,58
200,2/9/20 8:00,4811.5,41.1,99.3,0.3,0,147.2,2.1,"Codogno, Italy",45.1667,9.7,58
201,2/9/20 9:00,4835.5,43.2,99.3,0.7,0,147,1.1,"Codogno, Italy",45.1667,9.7,58
202,2/9/20 10:00,4859.5,55.5,93.1,2.7,0,152.9,1.8,"Codogno, Italy",45.1667,9.7,58
203,2/9/20 11:00,4883.5,58.6,85.5,4.4,0,145.8,1.3,"Codogno, Italy",45.1667,9.7,58
204,2/9/20 12:00,4907.5,55.3,83.1,5.1,0,124.4,1.7,"Codogno, Italy",45.1667,9.7,58
205,2/9/20 13:00,4931.5,53.3,80.4,5.9,0,124.9,1.8,"Codogno, Italy",45.1667,9.7,58
206,2/9/20 14:00,4955.5,52.9,78.6,6.9,0,117.7,2.8,"Codogno, Italy",45.1667,9.7,58
207,2/9/20 15:00,4979.5,44.3,76.1,8,0,76.7,3.1,"Codogno, Italy",45.1667,9.7,58
208,2/9/20 16:00,5003.5,45.4,81.1,7.1,0,72.7,2.6,"Codogno, Italy",45.1667,9.7,58
209,2/9/20 17:00,5027.5,45.5,84.6,6.5,0,70.4,2.7,"Codogno, Italy",45.1667,9.7,58
210,2/9/20 18:00,5051.5,48.3,87.7,5.9,0,79.3,2.4,"Codogno, Italy",45.1667,9.7,58
211,2/9/20 19:00,5075.5,47,91.1,5.5,0,88,2.1,"Codogno, Italy",45.1667,9.7,58
212,2/9/20 20:00,5099.5,48.2,93.4,5.4,0,92.4,1.9,"Codogno, Italy",45.1667,9.7,58
213,2/9/20 21:00,5123.5,48,95.1,5.4,0,101,2.1,"Codogno, Italy",45.1667,9.7,58
214,2/9/20 22:00,5147.5,45.2,94.4,5.4,0,102.9,2.5,"Codogno, Italy",45.1667,9.7,58
215,2/9/20 23:00,5171.5,40.5,98.1,5.2,0,83.8,1.8,"Codogno, Italy",45.1667,9.7,58
216,2/10/20 0:00,5195.5,33.9,98.6,5.2,0,68,2.2,"Codogno, Italy",45.1667,9.7,58
217,2/10/20 1:00,5219.5,32.9,99.3,5.1,0,73.6,2.4,"Codogno, Italy",45.1667,9.7,58
218,2/10/20 2:00,5243.5,33.2,99.3,5.2,0,73.3,2.3,"Codogno, Italy",45.1667,9.7,58
219,2/10/20 3:00,5267.5,31.5,99.3,5.2,0,60.4,2.5,"Codogno, Italy",45.1667,9.7,58
220,2/10/20 4:00,5291.5,33.2,99.3,5.2,0,58.9,3,"Codogno, Italy",45.1667,9.7,58
221,2/10/20 5:00,5315.5,31.1,99.3,5.2,0,60.1,3.3,"Codogno, Italy",45.1667,9.7,58
222,2/10/20 6:00,5339.5,36.2,99.3,5.2,0,65.3,2.6,"Codogno, Italy",45.1667,9.7,58
223,2/10/20 7:00,5363.5,38.3,99.3,5.3,0,89.7,3,"Codogno, Italy",45.1667,9.7,58
224,2/10/20 8:00,5387.5,39.1,99.3,5.2,0,97.5,4.1,"Codogno, Italy",45.1667,9.7,58
225,2/10/20 9:00,5411.5,37.5,99.3,5.1,0,71.6,3.8,"Codogno, Italy",45.1667,9.7,58
226,2/10/20 10:00,5435.5,33.2,99.3,5.2,0,59.5,4.2,"Codogno, Italy",45.1667,9.7,58
227,2/10/20 11:00,5459.5,32.8,99.3,5.4,0,62,4.6,"Codogno, Italy",45.1667,9.7,58
228,2/10/20 12:00,5483.5,33.9,99.3,5.7,0,64.3,4.6,"Codogno, Italy",45.1667,9.7,58
229,2/10/20 13:00,5507.5,33.2,99.3,6.1,0,56,4.3,"Codogno, Italy",45.1667,9.7,58
230,2/10/20 14:00,5531.5,33.1,96.2,6.9,0,51.9,4.1,"Codogno, Italy",45.1667,9.7,58
231,2/10/20 15:00,5555.5,31.8,87.5,7.9,0,48.6,3.7,"Codogno, Italy",45.1667,9.7,58
232,2/10/20 16:00,5579.5,28,82,9.1,0,40.9,4.1,"Codogno, Italy",45.1667,9.7,58
233,2/10/20 17:00,5603.5,33.6,80.9,9.5,0,44,3.4,"Codogno, Italy",45.1667,9.7,58
